processed_text,source_file
51.37% 5 Mythic Essence,image01.png
9.129% 10 Mythic Essence,image01.png
0.6265% 25 Mythic Essence,image01.png
0.179%50 Mythic Essence,image01.png
0.0895% 100 Mythic Essence,image01.png
0.05343% Got 'em + 2 Mythic Essence,image01.png
0.05343% Groovin'+ 2 Mythic Essence,image01.png
0.05343% Think Kayn Think + 2 Mythic Essence,image01.png
0.05343% Yip! + 2 Mythic Essence,image01.png
0.05343% Cheeky Poro + 2 Mythic Essence,image01.png
0.05343% God Of Lightning + 2 Mythic Essence,image01.png
0.05343% My Word + 2 Mythic Essence,image01.png
0.05343% Oh!+ 2 Mythic Essence,image01.png
0.05343% Does Not Compute + 2 Mythic Essence,image01.png
0.05343% Shellp Me! + 2 Mythic Essence,image01.png
0.05343% Blep + 2 Mythic Essence,image01.png
0.05343% OMG T love it + 2 Mythic Essence,image01.png
0.05343% Yikes + 2 Mythic Essence,image01.png
0.05343% Trick or Treat + 2 Mythic Essence,image01.png
0.05343% Small Rabbit + 2 Mythic Essence,image01.png
0.05343% According to Plan + 2 Mythic Essence,image02.png
0.05343% Lima Oscar Lima! + 2 Mythic Essence,image02.png
0.05343% Great Job + 2 Mythic Essence,image02.png
0.05343% Tyrant Urf + 2 Mythic Essence,image02.png
0.05343% Aww Yiss + 2 Mythic Essence,image02.png
0.05343% T Forget + 2 Mythic Essence,image02.png
0.05343% It me + 2 Mythic Essence,image02.png
0.05343% See Ya! + 2 Mythic Essence,image02.png
0.05343%Oh Look! + 2 Mythic Essence,image02.png
0.05343% You gonna eat that? + 2 Mythic Essence,image02.png
0.05343% Not Now! + 2 Mythic Essence,image02.png
0.05343% Bitter Bloob + 2 Mythic Essence,image02.png
0.05343% Baby Fox + 2 Mythic Essence,image02.png
0.05343% Oh Please...+ 2 Mythic Essence,image02.png
0.05343%Akanbe + 2 Mythic Essence,image02.png
0.05343% Mine! + 2 Mythic Essence.,image02.png
0.05343% How Dare You! + 2 Mythic Essence,image02.png
0.05343% So. Many. Draws.+ 2 Mythic Essence,image02.png
0.05343% Affluent Emperor+2 Mythic Essence,image02.png
0.05343% You're Next + 2 Mythic Essence,image02.png
0.05343% Minionstein + 2 Mythic Essence,image03.png
0.05343% Suffer Eternally + 2 Mythic Essence,image03.png
0.05343% Good Fortune + 2 Mythic Essence.,image03.png
0.05343% How Could You + 2 Mythic Essence,image03.png
0.05343% This League is MINE! + 2 Mythic Essence,image03.png
0.05343% Stellar DAB! + 2 Mythic Essence,image03.png
0.05343% M'Pengu + 2 Mythic Essence,image03.png
0.05343% What the Bread? + 2 Mythic Essence,image03.png
0.05343% It's Harvest Time! + 2 Mythic Essence,image03.png
0.05343% Everything is Okay + 2 Mythic Essence,image03.png
0.05343% Get In + 2 Mythic Essence,image03.png
0.05343% You Get The Horns + 2 Mythic Essence,image03.png
0.05343% Abandoned Top Island + 2 Mythic Essence,image03.png
0.05343% Snoozy Poro + 2 Mythic Essence.,image03.png
0.05343% Teemo Dumpling + 2 Mythic Essence,image03.png
0.05343% Could You Not? + 2 Mythic Essence,image03.png
0.05343% Unworthy + 2 Mythic Essence,image03.png
0.05343% Chomp + 2 Mythic Essence,image03.png
0.05343% Solo Kill Circus + 2 Mythic Essence,image03.png
0.05343% RIP +2 Mythic Essence,image03.png
0.05343% Heartbreaker + 2 Mythic Essence,image04.png
0.05343% Despair + 2 Mythic Essence,image04.png
0.05343% LOLCITO X 100PRE +2 Mythic Essence,image04.png
0.05343% Riku Emote + 2 Mythic Essence,image04.png
0.05343% Tickles My Fancy + 2 Mythic Essence,image04.png
0.05343% Golly + 2 Mythic Essence,image04.png
0.05343% D Or F? + 2 Mythic Essence,image04.png
0.05343% Bee Happy + 2 Mythic Essence,image04.png
0.05343% Scout-Approved + 2 Mythic Essence,image04.png
0.05343% Little Camper + 2 Mythic Essence,image04.png
0.05343% Pack Mentality + 2 Mythic Essence,image04.png
0.05343% Squee + 2 Mythic Essence,image04.png
0.05343% Salutations + 2 Mythic Essence,image04.png
0.05343% Giga K'Sante + 2 Mythic Essence,image04.png
0.05343% Its Easy + 2 Mythic Essence,image04.png
0.05343% A Gift For You + 2 Mythic Essence,image04.png
0.05343% Justice Garen-teed + 2 Mythic Essence,image04.png
0.05343% BetterTogether+2MythicEssence,image04.png
0.05343% Hangzhou 2022 VII + 2 Mythic Essence,image04.png
0.05343% Hangzhou 2022 V + 2 Mythic Essence,image04.png
0.05343% Such War + 2 Mythic Essence,image05.png
0.05343% No False Light + 2 Mythic Essence,image05.png
0.05343% Tea Time + 2 Mythic Essence,image05.png
0.05343% You Look Familiar + 2 Mythic Essence,image05.png
0.05343% It Is What It Is + 2 Mythic Essence,image05.png
0.05343% Now We're Cookin + 2 Mythic Essence,image05.png
0.05343% Unbenched + 2 Mythic Essence,image05.png
0.05343% Lost Another Blade + 2 Mythic Essence,image05.png
0.05343% Gosh + 2 Mythic Essence,image05.png
0.05343% Ran Emote + 2 Mythic Essence,image05.png
0.05343% Pool Party Pengu + 2 Mythic Essence,image05.png
0.05343% Toot Toot + 2 Mythic Essence,image05.png
0.05343% Hangzhou 2022 VIIl + 2 Mythic Essence,image05.png
0.05343% Draven Approves! + 2 Mythic Essence,image05.png
0.05343% Love Ya! + 2 Mythic Essence,image05.png
0.05343% Divine Phoenix Anivia + 2 Mythic Essence,image05.png
0.05343% Maybe NextTime + 2 Mythic Essence,image05.png
0.05343% Take My Money + 2 Mythic Essence,image05.png
0.05343% Sinister Schemer + 2 Mythic Essence,image05.png
0.05343% Hoppin' Mad + 2 Mythic Essence,image05.png
0.05343% Robo Heart + 2 Mythic Essence,image06.png
0.05343% Hearty Laugh + 2 Mythic Essence,image06.png
0.05343% Smol + 2 Mythic Essence,image06.png
0.05343% Sad Kitten + 2 Mythic Essence,image06.png
0.05343% That Ashe + 2 Mythic Essence.,image06.png
0.05343% Hangzhou 2022 IX + 2 Mythic Essence,image06.png
0.05343% Please? + 2 Mythic Essence,image06.png
0.05343% Dogs vs Cats + 2 Mythic Essence,image06.png
0.05343% Its Giving + 2 Mythic Essence,image06.png
0.05343% Howdy + 2 Mythic Essence,image06.png
0.05343% Delightify + 2 Mythic Essence,image06.png
0.05343% Vamporo + 2 Mythic Essence,image06.png
0.05343% Much Love + 2 Mythic Essence,image06.png
0.05343% Cuporo + 2 Mythic Essence,image06.png
0.05343% Adoeable + 2 Mythic Essence,image06.png
0.05343% Dressed to Kill + 2 Mythic Essence,image06.png
"0.05343% Who, Me? + 2 Mythic Essence",image06.png
0.05343% Here's A Tip + 2 Mythic Essence,image06.png
0.05343% Poro Snax + 2 Mythic Essence,image06.png
0.05343% Deal With Grit + 2 Mythic Essence,image06.png
0.05343% Keep Up! + 2 Mythic Essence,image07.png
0.05343% Charmer Of My Heart + 2 Mythic Essence,image07.png
0.05343% Guard Dawg + 2 Mythic Essence,image07.png
0.05343% Oh No + 2 Mythic Essence,image07.png
0.05343% Looking for This? + 2 Mythic Essence,image07.png
0.05343% Delicious Honeyfruit + 2 Mythic Essence,image07.png
0.05343% Haha you fell! + 2 Mythic Essence,image07.png
0.05343% Them Vibes + 2 Mythic Essence,image07.png
0.05343% Wake Up Call + 2 Mythic Essence,image07.png
0.05343% Touch Me + 2 Mythic Essence,image07.png
0.05343% Pet The Poro + 2 Mythic Essence,image07.png
0.05343% Was that Me? + 2 Mythic Essence,image07.png
0.05343% Need A Hand?+ 2 Mythic Essence,image07.png
0.05343% Rawr! + 2 Mythic Essence,image07.png
0.05343% Hangzhou 2022 IV + 2 Mythic Essence,image07.png
0.05343% Hilarious! + 2 Mythic Essence,image07.png
0.05343% Getting Hot In Here + 2 Mythic Essence,image07.png
0.05343% Forewarned+ 2 MythicEssence,image07.png
0.05343% Double Hang Loose + 2 Mythic Essence,image07.png
0.05343% Monster Sleep + 2 Mythic Essence,image07.png
0.05343% Monsieur Meowssant + 2 Mythic Essence,image08.png
0.05343% Never Again + 2 Mythic Essence.,image08.png
0.05343% Bee Sad + 2 Mythic Essence,image08.png
0.05343% Catch Me If You Can! + 2 Mythic Essence,image08.png
0.05343% Hype Kitty + 2 Mythic Essence,image08.png
0.05343% Popcorn OwO + 2 Mythic Essence,image08.png
0.05343% Artistic Perfection + 2 Mythic Essence,image08.png
0.05343% Me-ow + 2 Mythic Essence,image08.png
0.05343% Okay + 2 Mythic Essence,image08.png
0.05343% And I Was Thinking.. + 2 Mythic Essence,image08.png
0.05343% Joy Pengu + 2 Mythic Essence,image08.png
"0.05343% No, Its You! + 2 Mythic Essence",image08.png
0.05343% Tough Times + 2 Mythic Essence,image08.png
0.05343% Naut Bad + 2 Mythic Essence,image08.png
0.05343% Lets Do This + 2 Mythic Essence,image08.png
"0.05343% From Jinx, With Love + 2 Mythic Essence",image08.png
0.05343% Shock and Ahhh + 2 Mythic Essence,image08.png
0.05343% Surprise + 2 Mythic Essence,image08.png
0.05343% All According to Plan + 2 Mythic Essence,image08.png
"0.05343% Little Monsters, Big Dreams + 2 Mythic Essence",image08.png
0.05343% Outrageous + 2 Mythic Essence,image09.png
0.05343% Grouchy + 2 Mythic Essence,image09.png
0.05343% Gotta Run! + 2 Mythic Essence,image09.png
0.05343% Peace Poro + 2 Mythic Essence,image09.png
0.05343% Too Hot + 2 Mythic Essence,image09.png
0.05343% Tell Me More... + 2 Mythic Essence,image09.png
0.05343% Battle Fury + 2 Mythic Essence,image09.png
0.05343% Kraken Skulls + 2 Mythic Essence,image09.png
0.05343% Mic Drop + 2 Mythic Essence,image09.png
0.05343% So Lame + 2 Mythic Essence,image09.png
0.05343% I Wait + 2 Mythic Essence,image09.png
"0.05343% Goodbye, Friend! + 2 Mythic Essence",image09.png
0.05343% I'm Viable + 2 Mythic Essence,image09.png
0.05343% Oink + 2 Mythic Essence,image09.png
0.05343% Towa Emote + 2 Mythic Essence,image09.png
0.05343% Taco Buff + 2 Mythic Essence,image09.png
0.05343% Vitamin Sea + 2 Mythic Essence,image09.png
0.05343% Hearts + 2 Mythic Essence,image09.png
0.05343% I Feel Very Attacked! + 2 Mythic Essence,image09.png
0.05343% I Will End You + 2 Mythic Essence,image09.png
0.05343% I will destroy you + 2 Mythic Essence,image10.png
0.05343% Go Get 'Em + 2 Mythic Essence,image10.png
0.05343% Highlights & Shadows + 2 Mythic Essence,image10.png
0.05343% Happy to See You + 2 Mythic Essence,image10.png
0.05343% Dislike + 2 Mythic Essence,image10.png
0.05343% Teary Teadore + 2 Mythic Essence,image10.png
0.05343% Kingly Laugh + 2 Mythic Essence,image10.png
0.05343% Hangzhou 2022 X + 2 Mythic Essence,image10.png
0.05343% Its Water Time + 2 Mythic Essence,image10.png
0.05343% Spook O Lanten + 2 Mythic Essence,image10.png
0.05343% Come at Me + 2 Mythic Essence,image10.png
0.05343%Its a full moon! Make a wish! + 2 Mythic Essence,image10.png
0.05343% Let Me Think... + 2 Mythic Essence,image10.png
0.05343% Hangzhou 2022 1 + 2 Mythic Essence,image10.png
0.05343% Cup-Yay! + 2 Mythic Essence,image10.png
"0.05343% Moon, I Make A Wish + 2 Mythic Essence",image10.png
0.05343% Yowone + 2 Mythic Essence,image10.png
0.05343% Snowbells + 2 Mythic Essence,image10.png
0.05343% Ride Out + 2 Mythic Essence,image10.png
0.05343% Ready For Combat + 2 Mythic Essence,image10.png
0.05343% BORF+2 Mythic Essence,image11.png
0.05343% Sup Dawg? + 2 Mythic Essence,image11.png
0.05343% Heeere's Poppy! + 2 Mythic Essence,image11.png
0.05343% Shadows & Highlights + 2 Mythic Essence,image11.png
0.05343% The CryingWoman + 2 Mythic Essence,image11.png
0.05343% Happy Landings + 2 Mythic Essence,image11.png
0.05343% Stabby Crabby + 2 Mythic Essence,image11.png
0.05343% Boo! + 2 Mythic Essence,image11.png
0.05343% Excited Kitty + 2 Mythic Essence,image11.png
0.05343% Hangzhou 2022 III + 2 Mythic Essence,image11.png
0.05343% Fired Up + 2 Mythic Essence,image11.png
0.05343% Are You Kidding? + 2 Mythic Essence,image11.png
0.05343% Now See Here + 2 Mythic Essence,image11.png
0.05343% True Vision + 2 Mythic Essence,image11.png
0.05343% Charming Waters + 2 Mythic Essence,image11.png
0.05343% Wahaha + 2 Mythic Essence,image11.png
0.05343% Gonna Be A Blast + 2 Mythic Essence,image11.png
0.05343% Glee!+ 2 Mythic Essence,image11.png
0.05343% Hangzhou 2022 II + 2 Mythic Essence,image11.png
0.05343% Hundun + 2 Mythic Essence,image11.png
0.05343% Drats! + 2 Mythic Essence,image12.png
0.05343% Oh Deer + 2 Mythic Essence,image12.png
0.05343% Poro Brew + 2 Mythic Essence,image12.png
0.05343% Oh It's Okay + 2 Mythic Essence,image12.png
0.05343% D'Pengu + 2 Mythic Essence,image12.png
0.05343% I Portend An III Fate + 2 Mythic Essence,image12.png
0.05343% Making Mischief + 2 Mythic Essence,image12.png
0.05343% Clean + 2 Mythic Essence,image12.png
0.05343% Good as Gold + 2 Mythic Essence,image12.png
0.05343% Wait & See + 2 Mythic Essence,image12.png
0.05343% Angry Kitty + 2 Mythic Essence,image12.png
0.05343% Charmed + 2 Mythic Essence,image12.png
0.05343% Sign of Love + 2 Mythic Essence.,image12.png
0.05343% Give Me Your Support + 2 Mythic Essence,image12.png
0.05343% Shell Shocked + 2 Mythic Essence,image12.png
0.05343% No + 2 Mythic Essence,image12.png
0.05343% Easy E-Z + 2 Mythic Essence,image12.png
0.05343% Ata + 2 Mythic Essence,image12.png
0.05343% Just a Pinch + 2 Mythic Essence,image12.png
0.05343% Tears of Joy + 2 Mythic Essence,image12.png
0.05343% Saki Emote + 2 Mythic Essence,image13.png
0.05343% Lets Do It! + 2 Mythic Essence,image13.png
0.05343% Its Zongzi!+ 2 Mythic Essence,image13.png
0.05343% Rebel Of My Heart + 2 Mythic Essence,image13.png
0.05343% Celebratory Flag + 2 Mythic Essence,image13.png
0.05343% WOw + 2 Mythic Essence,image13.png
0.05343% Got Ya! + 2 Mythic Essence,image13.png
0.05343% Go Team! + 2 Mythic Essence,image13.png
0.05343% Raise Your Dongers! + 2 Mythic Essence,image13.png
0.05343% Victory! + 2 Mythic Essence,image13.png
0.05343% Bonk Bonk + 2 Mythic Essence,image13.png
0.05343% My Cocoa + 2 Mythic Essence,image13.png
0.05343% Stone Faced + 2 Mythic Essence,image13.png
0.05343% Blep Kench + 2 Mythic Essence,image13.png
0.05343% Moonlight Companion + 2 Mythic Essence,image13.png
0.05343% Smooooochie + 2 Mythic Essence,image13.png
0.05343% OH BOY + 2 Mythic Essence,image13.png
0.05343% For Koggy? + 2 Mythic Essence,image13.png
0.05343% Hangzhou 2022 VI + 2 Mythic Essence,image13.png
0.05343% Reckon it's Time! + 2 Mythic Essence,image13.png
0.05343% The Drama! + 2 Mythic Essence,image14.png
0.05343% Savory Sadness + 2 Mythic Essence,image14.png
0.05343% Are You Serious + 2 Mythic Essence,image14.png
0.05343% Re-Gifted Amumu + 2 Mythic Essence,image14.png
0.05343% Thousands of Miles Together! + 2 Mythic Essence,image14.png
0.05343% Bee Mad + 2 Mythic Essence,image14.png
0.05343% So Cool + 2 Mythic Essence,image14.png
0.02964% Hundun Icon + 2 Mythic Essence,image14.png
0.02964%Battle Boss Malzahar Icon + 2 Mythic Essence,image14.png
0.02964%HEARTSTEEL K'Sante Social Icon + 2 Mythic Essence,image14.png
0.02964% _Olaf llustration Icon + 2 Mythic Essence,image14.png
0.02964% Dark Star Varus Icon + 2 Mythic Essence,image14.png
0.02964% K/DA Ahri Icon + 2 Mythic Essence,image14.png
0.02964% The Mageseeker - Shyvana Icon + 2 Mythic Essence,image14.png
0.02964%Dragon Sorceress Icon + 2 Mythic Essence,image14.png
0.02964% Nautilus Illustration Icon + 2 Mythic Essence,image14.png
0.02964% Jade Demon Icon + 2 Mythic Essence,image14.png
0.02964% JayceIllustration Icon + 2 Mythic Essence,image14.png
0.02964% Omen of the Iron Inquisitor Icon + 2 Mythic Essence,image14.png
0.02964% Cosmic Queen Ashe Icon + 2 Mythic Essence,image14.png
0.02964% Nocturne lllustration Icon + 2 Mythic Essence,image15.png
0.02964% Snowblower Icon + 2 Mythic Essence,image15.png
0.02964% Lion Banner Icon + 2 Mythic Essence,image15.png
0.02964% Varus Illustration Icon + 2 Mythic Essence.,image15.png
0.02964% Lillia Illustration Icon + 2 Mythic Essence,image15.png
0.02964% SuperGa axy Fizz Icon + 2 Mvthic Essence,image15.png
0.02964% Zed Illustration Icon + 2 Mythic Essence,image15.png
0.02964% Bee Singed Icon + 2 Mythic Essence,image15.png
0.02964% Nightshade Serpent Icon + 2Mythic Essence,image15.png
0.02964% Space Groove Teemo Icon + 2 Mythic Essence.,image15.png
0.02964% Dr. Mundo Illustration Icon + 2 Mythic Essence,image15.png
0.02964% Alistar Illustration Icon + 2 Mythic Essence,image15.png
0.02964% Orianna Illustration Icon + 2 Mythic Essence.,image15.png
0.02964% Icy Minion Icon + 2 Mythic Essence,image15.png
0.02964% Treble & Bass Icon + 2 Mythic Essence,image15.png
0.02964% Mecha Aurelion Sol Icon + 2 Mythic Essence,image15.png
0.02964% Pajama Guardian Ezreal Icon + 2 Mythic Essence,image15.png
0.02964% Flame Dragon Icon + 2 Mythic Essence.,image15.png
0.02964% LeBlanc Illustration Icon + 2 Mythic Essence,image15.png
0.02964% Valor Icon + 2 Mythic Essence,image15.png
0.02964% Wukong Illustration Icon + 2 Mythic Essence,image16.png
0.02964% Cassiopeia Illustration Icon + 2 Mythic Essence,image16.png
0.02964% Hangzhou 2022 VI Icon + 2 Mythic Essence,image16.png
0.02964% Shurima 2014 - Shurima Crest + 2 Mythic Essence,image16.png
0.02964% Kindred Illustration Icon + 2 Mythic Essence,image16.png
0.02964% Infernal Amumu Icon + 2 Mythic Essence,image16.png
0.02964% Singed Illustration Icon + 2 Mythic Essence,image16.png
0.02964% Papercraft Nunu Icon + 2 Mythic Essence,image16.png
0.02964% Pix Icon + 2 Mythic Essence,image16.png
0.02964% Year Of The Dragon 2024 Icon + 2 Mythic Essence,image16.png
0.02964% Thresh Illustration Icon + 2 Mythic Essence,image16.png
0.02964% Lunar Revel 2015 - Firecracker + 2 Mythic Essence,image16.png
0.02964% PROJECT: Ekko Icon + 2 Mythic Essence,image16.png
0.02964% VolibearIllustration Icon + 2 Mythic Essence,image16.png
0.02964% Giru Icon + 2 Mythic Essence,image16.png
0.02964% Full Moon and Poro Icon + 2 Mythic Essence,image16.png
0.02964% Qiyana Illustration Icon + 2 Mythic Essence,image16.png
0.02964% Ivern Illustration Icon + 2 Mythic Essence,image16.png
"0.02964% Moon, I Make A Wish Icon + 2 Mythic Essence",image16.png
0.02964% PROJECT Icon +2 Mythic Essence,image16.png
0.02964% Aru Icon + 2 Mythic Essence,image17.png
0.02964% Vel'koz Graphic Icon + 2 Mythic Essence,image17.png
0.02964% Karthus Illustration Icon + 2 Mythic Essence,image17.png
0.02964% Akshan Illustration Icon + 2 Mythic Essence,image17.png
0.02964% Hangzhou 2022 IlI Icon + 2 Mythic Essence,image17.png
0.02964% Furyhorn Cosplay Veigar Icon + 2 Mythic Essence,image17.png
0.02964% Aurora Illustration Icon + 2 Mvthic Essence,image17.png
0.02964% Irelia Illustration Icon + 2 Mythic Essence,image17.png
0.02964% Star Guardian 2019 Icon + 2 Mythic Essence,image17.png
0.02964% Pengu Cosplay Tristana Icon + 2 Mythic Essence,image17.png
0.02964% Seraphine Illustration Icon + 2 Mythic Essence,image17.png
0.02964% KhaZix Illustration Icon + 2 Mythic Essence,image17.png
0.02964% Snowdown 2014 - Shadow Isles Poro + 2 Mythic Essence,image17.png
0.02964% PlentifulWealth Icon + 2 Mythic Essence,image17.png
0.02964% Geist Icon + 2 Mythic Essence,image17.png
0.02964% Mega Dragon Icon + 2 Mythic Essence,image17.png
0.02964% Ezreal Illustration Icon + 2 Mythic Essence,image17.png
0.02964% Dragonslayer Xin Zhao Icon + 2 Mythic Essence,image17.png
0.02964% Death Sworn Viktor Icon + 2 Mythic Essence,image17.png
0.02964% Heavenscale Emblem Icon + 2 Mythic Essence,image17.png
0.02964% The Mageseeker - Garen Icon + 2 Mythic Essence,image18.png
0.02964% Lissandra Illustration Icon + 2 Mythic Essence,image18.png
0.02964% Carnival 2014 - Carnival Teemo + 2 Mythic Essence,image18.png
0.02964% Jhin Illustration Icon + 2 Mythic Essence,image18.png
0.02964% Shock and Shower Icon + 2 Mythic Essence,image18.png
0.02964% Morgana Illustration Icon + 2 Mythic Essence,image18.png
0.02964% VayneIlustration Icon + 2 Mythic Essence,image18.png
0.02964% Sacred Sword Janna Icon + 2 Mythic Essence,image18.png
0.02964% Cho'Gath Illustration Icon + 2 Mythic Essence,image18.png
0.02964% Illaoi Illustration Icon + 2 Mythic Essence,image18.png
0.02964% Amumu Illustration Icon + 2 Mythic Essence,image18.png
0.02964% Fiora Illustration Icon + 2 Mythic Essence,image18.png
0.02964% Kog'Maw Graphic Icon + 2 Mythic Essence,image18.png
0.02964% Udyr Illustration Icon + 2 Mythic Essence,image18.png
0.02964% 00 Reactivated Icon + 2 Mythic Essence,image18.png
0.02964% Heimerdinger Illustration Icon + 2 Mythic Essence,image18.png
0.02964% Ornn Illustration Icon + 2 Mythic Essence,image18.png
0.02964% Oblivion Icon + 2 Mythic Essence,image18.png
0.02964% Rell illustration Icon + 2 Mythic Essence,image18.png
0.02964% Pantheon Illustration Icon + 2 Mythic Essence,image18.png
0.02964% Super Galaxy Wolf Icon + 2 Mythic Essence,image19.png
0.02964% Omen of the Damned Icon + 2 Mythic Essence,image19.png
0.02964% Dark Star Karma Icon + 2 Mythic Essence,image19.png
0.02964% Sion Illustration Icon + 2 Mythic Essence,image19.png
0.02964% Sivir Illustration Icon + 2 Mythic Essence,image19.png
0.02964% Blood Moon Pyke Icon + 2 Mythic Essence,image19.png
0.02964%Lulu Illustration Icon + 2 Mythic Essence,image19.png
0.02964% Jax Illustration Icon I+ 2Mythic Essence,image19.png
0.02964% Poro Webtoon Icon + 2 Mythic Essence,image19.png
0.02964%Rumble Illustration Icon + 2 Mythic Essence,image19.png
0.02964% Braum 7x1 Icon + 2 Mythic Essence,image19.png
0.02964% Queen Poro Icon + 2 Mythic Essence,image19.png
0.02964% VelKozIllustration Icon + 2 Mythic Essence,image19.png
0.02964%K/DA Kai'Sa Icon + 2 Mythic Essence,image19.png
0.02964%Zac Illustration Icon + 2 Mythic Essence,image19.png
0.02964% Bel'Veth llustration Icon + 2 Mythic Essence,image19.png
0.02964% Fizz Spaniel Icon + 2 Mythic Essence,image19.png
0.02964% Soraka Illustration Icon + 2 Mythic Essence,image19.png
0.02964% Briar Illustration Icon + 2 Mythic Essence,image19.png
0.02964% Omen of the Black Scourge Icon + 2 Mythic Essence,image19.png
0.02964% Turret Jr. Icon + 2 Mythic Essence,image20.png
0.02964% Karma Illustration Icon + 2 Mythic Essence.,image20.png
0.02964% Snowdown 2014 - Astronaut Poro + 2 Mythic Essence,image20.png
0.02964% Hangzhou 2022 Champion Icon + 2 Mythic Essence,image20.png
0.02964% Super Galaxy Gnar Icon + 2 Mythic Essence,image20.png
0.02964% Arcade Baron Icon + 2 Mythic Essence,image20.png
0.02964% Corki Illustration Icon + 2 Mythic Essence,image20.png
0.02964% Yone Illustration Icon + 2 Mythic Essence,image20.png
0.02964% Nidalee Illustration Icon + 2 Mythic Essence.,image20.png
0.02964% Full Moon and Teemo Icon + 2 Mythic Essence,image20.png
